Street_One,Street_Two,response,latitude,longitude
MISSION ST,SENECA AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:27.352+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_ODCgBFjLbB5uP1w1FXjXYD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72008, 'Longitude': -122.4427}, 'NavigationPosition': [{'Latitude': 37.72008, 'Longitude': -122.4427}], 'MapView': {'TopLeft': {'Latitude': 37.72164, 'Longitude': -122.44585}, 'BottomRight': {'Latitude': 37.71766, 'Longitude': -122.44013}}, 'Address': {'Label': 'Seneca Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Seneca Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72008,-122.4427
MISSION ST,ANTHONY ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:27.771+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_r1DC0YT5ujWSiqQLv3sZuB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.78861, 'Longitude': -122.39963}, 'NavigationPosition': [{'Latitude': 37.78861, 'Longitude': -122.39963}], 'MapView': {'TopLeft': {'Latitude': 37.78884, 'Longitude': -122.39994}, 'BottomRight': {'Latitude': 37.7883799, 'Longitude': -122.39933}}, 'Address': {'Label': 'Anthony St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'The East Cut', 'Street': 'Anthony St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.78861,-122.39963
MISSION ST,JESSIE EAST ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T18:37:52.116+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.76, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [0.91]}, 'Location': {'LocationId': 'NT_iSckMrtYYluFyDYJ254NXA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.78426, 'Longitude': -122.4051}, 'NavigationPosition': [{'Latitude': 37.78426, 'Longitude': -122.4051}], 'MapView': {'TopLeft': {'Latitude': 37.78446, 'Longitude': -122.40538}, 'BottomRight': {'Latitude': 37.78405, 'Longitude': -122.40483}}, 'Address': {'Label': 'Jessie East, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Jessie East', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.78426,-122.4051
MISSION ST,SILVER AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:28.632+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_aR0MQ7AfaYcwc4sulBI5sA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72928, 'Longitude': -122.43234}, 'NavigationPosition': [{'Latitude': 37.72928, 'Longitude': -122.43234}], 'MapView': {'TopLeft': {'Latitude': 37.72985, 'Longitude': -122.43338}, 'BottomRight': {'Latitude': 37.72874, 'Longitude': -122.43128}}, 'Address': {'Label': 'Silver Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Silver Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72928,-122.43234
MISSION ST,MOUNT VERNON AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:29.072+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.91, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.4, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_QLZpyVER.Hb2Mijrm6yfxD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71688, 'Longitude': -122.44559}, 'NavigationPosition': [{'Latitude': 37.71688, 'Longitude': -122.44559}], 'MapView': {'TopLeft': {'Latitude': 37.71829, 'Longitude': -122.44811}, 'BottomRight': {'Latitude': 37.71461, 'Longitude': -122.44265}}, 'Address': {'Label': 'Mount Vernon Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Outer Mission', 'Street': 'Mount Vernon Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71688,-122.44559
MISSION ST,30TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:29.504+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_bqHoGkrjephJrYrW0DyM4A', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.74234, 'Longitude': -122.42265}, 'NavigationPosition': [{'Latitude': 37.74234, 'Longitude': -122.42265}], 'MapView': {'TopLeft': {'Latitude': 37.74239, 'Longitude': -122.42334}, 'BottomRight': {'Latitude': 37.7423, 'Longitude': -122.42196}}, 'Address': {'Label': '30th St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '30th St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.74234,-122.42265
MISSION ST,MAIN ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:29.936+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.8, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.47, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_hhclkeWG6klcZl5avmh-HB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.76706, 'Longitude': -122.41985}, 'NavigationPosition': [{'Latitude': 37.76706, 'Longitude': -122.41985}], 'MapView': {'TopLeft': {'Latitude': 37.77012, 'Longitude': -122.42018}, 'BottomRight': {'Latitude': 37.76505, 'Longitude': -122.41967}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': 'Mission St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.8, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.47, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_.tI56uRYikBo3ENwGGiCsC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.75317, 'Longitude': -122.41855}, 'NavigationPosition': [{'Latitude': 37.75317, 'Longitude': -122.41855}], 'MapView': {'TopLeft': {'Latitude': 37.76505, 'Longitude': -122.42196}, 'BottomRight': {'Latitude': 37.74239, 'Longitude': -122.41811}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': 'Mission St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.76, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_a3wgTZxAdTl01sgV.rHJfB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.78815, 'Longitude': -122.39032}, 'NavigationPosition': [{'Latitude': 37.78815, 'Longitude': -122.39032}], 'MapView': {'TopLeft': {'Latitude': 37.7894, 'Longitude': -122.39186}, 'BottomRight': {'Latitude': 37.78694, 'Longitude': -122.38875}}, 'Address': {'Label': 'Main St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'South Beach', 'Street': 'Main St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.76, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_2ITbgUbrlCwGrUybHK27vC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.79117, 'Longitude': -122.3941}, 'NavigationPosition': [{'Latitude': 37.79117, 'Longitude': -122.3941}], 'MapView': {'TopLeft': {'Latitude': 37.79325, 'Longitude': -122.39654}, 'BottomRight': {'Latitude': 37.7894, 'Longitude': -122.39186}}, 'Address': {'Label': 'Main St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'The East Cut', 'Street': 'Main St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.76706,-122.41985
MISSION ST,TRUMBULL ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:30.376+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_fEVDxDn1WroYom4Pfo.4UD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73092, 'Longitude': -122.42544}, 'NavigationPosition': [{'Latitude': 37.73092, 'Longitude': -122.42544}], 'MapView': {'TopLeft': {'Latitude': 37.73108, 'Longitude': -122.42925}, 'BottomRight': {'Latitude': 37.73077, 'Longitude': -122.4217}}, 'Address': {'Label': 'Trumbull St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Excelsior', 'Street': 'Trumbull St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.73092,-122.42544
MISSION ST,15TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:30.817+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_-5ETGxQ1878uxVcd.WAgjC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.76683, 'Longitude': -122.41715}, 'NavigationPosition': [{'Latitude': 37.76683, 'Longitude': -122.41715}], 'MapView': {'TopLeft': {'Latitude': 37.76705, 'Longitude': -122.42102}, 'BottomRight': {'Latitude': 37.76609, 'Longitude': -122.41062}}, 'Address': {'Label': '15th St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '15th St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.76683,-122.41715
MISSION ST,KINGSTON ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:31.244+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_gFtpfu6VauSfCn0cPowdqB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.74156, 'Longitude': -122.42189}, 'NavigationPosition': [{'Latitude': 37.74156, 'Longitude': -122.42189}], 'MapView': {'TopLeft': {'Latitude': 37.74175, 'Longitude': -122.42348}, 'BottomRight': {'Latitude': 37.74096, 'Longitude': -122.42038}}, 'Address': {'Label': 'Kingston St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Kingston St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.74156,-122.42189
MISSION ST,TINGLEY ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:31.663+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.91, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_3Pp6kzMxSs6Cqf4D5DVTVA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72926, 'Longitude': -122.43386}, 'NavigationPosition': [{'Latitude': 37.72926, 'Longitude': -122.43386}], 'MapView': {'TopLeft': {'Latitude': 37.7307, 'Longitude': -122.43566}, 'BottomRight': {'Latitude': 37.72824, 'Longitude': -122.43178}}, 'Address': {'Label': 'Tingley St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Tingley St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72926,-122.43386
MISSION ST,THERESA ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:32.122+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.91, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_ax.VCrOcMX8pPcnkELTJoB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72882, 'Longitude': -122.43458}, 'NavigationPosition': [{'Latitude': 37.72882, 'Longitude': -122.43458}], 'MapView': {'TopLeft': {'Latitude': 37.73042, 'Longitude': -122.43649}, 'BottomRight': {'Latitude': 37.72772, 'Longitude': -122.43234}}, 'Address': {'Label': 'Theresa St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Theresa St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.82, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.45, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_xh8h9x569U95YlQoHfte8C', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.79063, 'Longitude': -122.39649}, 'NavigationPosition': [{'Latitude': 37.79063, 'Longitude': -122.39649}], 'MapView': {'TopLeft': {'Latitude': 37.79325, 'Longitude': -122.39979}, 'BottomRight': {'Latitude': 37.78801, 'Longitude': -122.39319}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'The East Cut', 'Street': 'Mission St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72882,-122.43458
MISSION ST,PARK ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:45:32.558+0000', 'NextPageInformation': '2'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_ob5MC3mMch6B8AUm3ux6TD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.77867, 'Longitude': -122.4116}, 'NavigationPosition': [{'Latitude': 37.77867, 'Longitude': -122.4116}], 'MapView': {'TopLeft': {'Latitude': 37.78627, 'Longitude': -122.41995}, 'BottomRight': {'Latitude': 37.77012, 'Longitude': -122.402}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Mission St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_.tI56uRYikBo3ENwGGiCsC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.75317, 'Longitude': -122.41855}, 'NavigationPosition': [{'Latitude': 37.75317, 'Longitude': -122.41855}], 'MapView': {'TopLeft': {'Latitude': 37.76505, 'Longitude': -122.42196}, 'BottomRight': {'Latitude': 37.74239, 'Longitude': -122.41811}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': 'Mission St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_nR5ScNULR8DXKFRtLdxiYA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.78713, 'Longitude': -122.40089}, 'NavigationPosition': [{'Latitude': 37.78713, 'Longitude': -122.40089}], 'MapView': {'TopLeft': {'Latitude': 37.78801, 'Longitude': -122.402}, 'BottomRight': {'Latitude': 37.78627, 'Longitude': -122.39979}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Mission St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_bYpKpxEcrDtz9LkmsfwmwD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72446, 'Longitude': -122.435}, 'NavigationPosition': [{'Latitude': 37.72446, 'Longitude': -122.435}], 'MapView': {'TopLeft': {'Latitude': 37.73186, 'Longitude': -122.441}, 'BottomRight': {'Latitude': 37.7163899, 'Longitude': -122.42822}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Excelsior', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_eY99sbnQmijHTi914dAAOB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72446, 'Longitude': -122.435}, 'NavigationPosition': [{'Latitude': 37.72446, 'Longitude': -122.435}], 'MapView': {'TopLeft': {'Latitude': 37.73186, 'Longitude': -122.441}, 'BottomRight': {'Latitude': 37.7163899, 'Longitude': -122.42822}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_mo8ojrGnuWRNQYvyypO0yD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.74208, 'Longitude': -122.42217}, 'NavigationPosition': [{'Latitude': 37.74208, 'Longitude': -122.42217}], 'MapView': {'TopLeft': {'Latitude': 37.74837, 'Longitude': -122.42481}, 'BottomRight': {'Latitude': 37.7352599, 'Longitude': -122.41813}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Mission St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_5plvehIy2LF9tvSOvBGlzD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.7112, 'Longitude': -122.44689}, 'NavigationPosition': [{'Latitude': 37.7112, 'Longitude': -122.44689}], 'MapView': {'TopLeft': {'Latitude': 37.7163899, 'Longitude': -122.45422}, 'BottomRight': {'Latitude': 37.70828, 'Longitude': -122.441}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Outer Mission', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_w5IVIQowYY9RJDvsUbWXAC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71376, 'Longitude': -122.44357}, 'NavigationPosition': [{'Latitude': 37.71376, 'Longitude': -122.44357}], 'MapView': {'TopLeft': {'Latitude': 37.7163899, 'Longitude': -122.45422}, 'BottomRight': {'Latitude': 37.70828, 'Longitude': -122.441}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Crocker Amazon', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_hhclkeWG6klcZl5avmh-HB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.76706, 'Longitude': -122.41985}, 'NavigationPosition': [{'Latitude': 37.76706, 'Longitude': -122.41985}], 'MapView': {'TopLeft': {'Latitude': 37.77012, 'Longitude': -122.42018}, 'BottomRight': {'Latitude': 37.76505, 'Longitude': -122.41967}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': 'Mission St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_PZkJb5gtErGrR6tUrowKdD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.79355, 'Longitude': -122.39282}, 'NavigationPosition': [{'Latitude': 37.79355, 'Longitude': -122.39282}], 'MapView': {'TopLeft': {'Latitude': 37.79387, 'Longitude': -122.39319}, 'BottomRight': {'Latitude': 37.79325, 'Longitude': -122.39246}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94105, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Embarcadero', 'Street': 'Mission St', 'PostalCode': '94105', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.77867,-122.4116
